,pearson
ENSG00000161940,
ENSG00000130332,0.36458994305113984
ENSG00000142507,-0.09917790324655881
ENSG00000128000,
ENSG00000160951,0.14479865026701777
ENSG00000120519,-0.051763166470146976
ENSG00000164663,0.03439467061309011
ENSG00000204356,0.0978676785306036
ENSG00000131097,0.11830979737193857
ENSG00000184724,-0.09002333593092712
ENSG00000237330,-0.03209923854082147
ENSG00000079335,0.011488968438739727
ENSG00000118292,0.17942461906507534
ENSG00000169764,0.1602144760548614
ENSG00000185133,-0.04733938740737807
ENSG00000149929,-0.053838021402763295
ENSG00000086159,0.2255378656389243
ENSG00000176230,0.07114275437855405
ENSG00000168439,-0.100268258124219
ENSG00000136247,0.30942820900528306
ENSG00000180999,-0.1065667242921933
ENSG00000261456,0.01025089975520839
ENSG00000167625,0.0115071364634426
ENSG00000127334,0.12533793571608026
ENSG00000136161,-0.04564032080890776
ENSG00000184601,0.38982246112459906
ENSG00000213079,0.005486623410962045
ENSG00000125149,9.217188615471758e-05
ENSG00000196972,
ENSG00000151657,0.21683579371733105
ENSG00000169488,-0.03152169075517661
ENSG00000239605,-0.13730330577172217
ENSG00000078401,-0.04327175025757907
ENSG00000163083,0.05596637887884462
ENSG00000078814,-0.02855083171951983
ENSG00000090975,-0.1394614060950955
ENSG00000164591,0.14304436752948574
ENSG00000177303,0.10577043947887277
ENSG00000186815,0.10503175890709633
ENSG00000166979,-0.0051369106778823975
ENSG00000188778,0.06670419136222919
ENSG00000149651,0.013256079966124188
ENSG00000177504,
ENSG00000128310,
ENSG00000156486,0.021706847310279418
ENSG00000088882,0.1387973442837067
ENSG00000072080,-0.018956634400809275
ENSG00000113248,0.049648486133841346
ENSG00000253305,-0.002572946387752323
ENSG00000054179,0.1825438742027572
ENSG00000131375,0.053316978062558924
ENSG00000157870,0.3151931390409245
ENSG00000186451,-0.14314859094152443
ENSG00000140694,0.07493265538835266
ENSG00000176049,0.06253767195839
ENSG00000178562,
ENSG00000162510,0.03201043728687773
ENSG00000177084,0.6182307340808892
ENSG00000160180,0.13157751666439196
ENSG00000171970,0.1901840876555922
ENSG00000114988,0.128071398868186
ENSG00000054148,-0.10519823103648877
ENSG00000125827,0.27059121297194355
ENSG00000107625,-0.03665647224212935
ENSG00000152785,0.035950499486823016
ENSG00000167011,0.1511217910812698
ENSG00000099917,0.19041190607356645
ENSG00000113583,0.16714744805178877
ENSG00000169877,-0.12735734877330263
ENSG00000278318,0.16010259945162955
ENSG00000166164,-0.00017756650136555724
ENSG00000081377,0.0672042528522583
ENSG00000167925,-0.09819692958024434
ENSG00000124571,0.036712858318347544
ENSG00000231989,
ENSG00000157087,0.10494869798870551
ENSG00000107562,0.10696601894421762
ENSG00000123364,-0.06340282152882416
ENSG00000104879,0.05720395484730254
ENSG00000077782,-0.05233118101859563
ENSG00000147155,
ENSG00000118507,0.17875942697519864
ENSG00000078043,0.13759162751409157
ENSG00000157168,0.061197124048964345
ENSG00000164611,0.09924228817606548
ENSG00000165476,0.09214871413797127
ENSG00000175877,0.07763732678248395
ENSG00000183607,0.026729311086525574
ENSG00000129493,0.23248896719055093
ENSG00000163359,0.027367850955095814
ENSG00000198642,0.2331875796448645
ENSG00000171169,0.016919651738433093
ENSG00000255009,0.12123433297149268
ENSG00000102794,0.012880695903155902
ENSG00000023191,0.22582239357224315
ENSG00000224420,0.0014754092724515097
ENSG00000065328,0.05679682478791799
ENSG00000173080,0.058765841291576484
ENSG00000152672,
ENSG00000071991,0.12442997420691873
ENSG00000197381,0.22454237951401004
ENSG00000119946,0.06330649080347325
ENSG00000079257,0.4290595306462389
ENSG00000132256,0.0973000621323784
ENSG00000079263,0.02014001826622045
ENSG00000177963,0.34434593644602873
ENSG00000067646,
ENSG00000106351,0.07791574898120031
ENSG00000115504,
ENSG00000162520,-0.014440313472156768
ENSG00000166181,0.007363994680035145
ENSG00000167377,0.049934914499903206
ENSG00000134817,0.10253143818466075
ENSG00000179841,-0.032636751642718204
ENSG00000197140,0.17944556141924412
ENSG00000183111,0.16367207923339477
ENSG00000141391,0.17012818438701546
ENSG00000117600,0.17092028769995474
ENSG00000139880,0.20239159921932226
ENSG00000106809,0.03665901858843736
ENSG00000184999,0.09911008083025744
ENSG00000184014,0.0382488446014415
ENSG00000278023,-0.002569925635181297
ENSG00000168939,
ENSG00000224383,0.1307972147864923
ENSG00000149300,0.03860490709720888
ENSG00000115919,
ENSG00000160007,-0.03220810615152802
ENSG00000063438,0.3685884227941415
ENSG00000275700,0.21933997778250594
ENSG00000135709,0.17461947631129898
ENSG00000055211,0.2508179859407551
ENSG00000160299,0.1470622715524976
ENSG00000164749,
ENSG00000155367,0.08096415680228011
ENSG00000165916,0.2117953660400074
ENSG00000005513,0.055321254136349064
ENSG00000262814,-0.034066217660930334
ENSG00000109016,0.24159138145503484
ENSG00000236287,0.14051841353949046
ENSG00000157152,0.016142312429175742
ENSG00000170624,-0.02855978614666898
ENSG00000153395,0.017331770239923463
ENSG00000136935,-0.0366827342500634
ENSG00000182447,0.08838997613463509
ENSG00000215883,0.008247382024692437
ENSG00000188312,0.5685110607819801
ENSG00000215547,
ENSG00000102738,-0.006198785039367309
ENSG00000065457,0.07681961258985359
ENSG00000204279,
ENSG00000206043,0.027363405638659702
ENSG00000188107,0.132913956244512
ENSG00000278828,-0.029544608149611663
ENSG00000025293,-0.07688773891323922
ENSG00000152137,0.11925371207203272
ENSG00000186009,0.11162218764917897
ENSG00000134717,0.02552724337178412
ENSG00000100325,0.23572293461631502
ENSG00000101224,0.4168954660009725
ENSG00000138495,-0.05379187238996536
ENSG00000128016,0.09291111831351745
ENSG00000044574,-0.06552038493426149
ENSG00000158516,0.05675937605406373
ENSG00000145020,0.18936175753194426
ENSG00000167615,-0.07791990809439353
ENSG00000147432,0.06910187908853294
ENSG00000171316,-0.07697073993335952
ENSG00000165171,0.6633290386307262
ENSG00000180155,0.28819373594369824
ENSG00000171456,
ENSG00000003402,-0.08241154183949019
ENSG00000136378,0.16176257035053976
ENSG00000144130,0.1722508835722243
ENSG00000167702,0.09634616530490103
ENSG00000256812,-0.029578537232211453
ENSG00000247596,-0.031950392776683385
ENSG00000105287,0.46455479961496554
ENSG00000275722,-0.025509411468155854
ENSG00000075073,
ENSG00000111341,-0.01753803529905795
ENSG00000198626,-0.014514964496737053
ENSG00000151835,-0.03547779082814294
ENSG00000061794,0.18985153505169042
ENSG00000111224,0.26436453783658775
ENSG00000171505,0.016336312300492352
ENSG00000185507,-0.04854196546309277
ENSG00000257218,0.7440149191011053
ENSG00000213190,
ENSG00000259224,0.13127579796957373
ENSG00000107223,0.12618466055119318
ENSG00000198610,0.017288065689369053
ENSG00000179085,0.11088497644159946
ENSG00000182816,-0.1348487517664561
ENSG00000117281,-0.1543348425951273
ENSG00000119705,-0.04130979426291009
ENSG00000198825,-0.03887538556473486
ENSG00000104408,0.08747565883142663
ENSG00000135926,-0.12230655148287257
ENSG00000143520,-0.09231962868305665
ENSG00000181472,-0.043713900142916914
ENSG00000232859,0.4953975578489791
ENSG00000157216,0.008805450264971502
ENSG00000007376,0.4034785951890396
ENSG00000204389,0.05596211731747229
ENSG00000102144,
ENSG00000229549,
ENSG00000142453,0.15344023554827524
ENSG00000174243,-0.036795799758494216
ENSG00000213585,0.04846535832287274
ENSG00000134640,-0.08609874360027725
ENSG00000172732,-0.07805811263891296
ENSG00000050628,0.2063676191718738
ENSG00000132010,-0.03574962021785122
ENSG00000048649,-0.01658578135172961
ENSG00000151413,0.055808444576391975
ENSG00000008323,-0.032341019375674435
ENSG00000008277,0.13997969495387436
ENSG00000149503,0.16591717106209045
ENSG00000151033,-0.035726001951953995
ENSG00000164830,0.057760172515043964
ENSG00000180537,0.13452672576364139
ENSG00000185040,0.09228740716616035
ENSG00000176108,0.19445126685989284
ENSG00000197454,-0.008866964513145774
ENSG00000213934,-0.04296031040474835
ENSG00000205670,-0.003916072555456215
ENSG00000069943,0.26428156347453885
ENSG00000144857,0.2860822854111581
ENSG00000175664,
ENSG00000101327,-0.0018770413456961482
ENSG00000106772,0.08939252845110546
ENSG00000189060,0.03191856475722514
ENSG00000214753,
ENSG00000196350,0.12201233654123352
ENSG00000240747,0.10665840737176233
ENSG00000172673,-0.13863086971292699
ENSG00000174151,0.026685360903158623
ENSG00000264230,0.21131177085641095
ENSG00000101413,0.14014765354462683
ENSG00000164440,0.010414366667452435
ENSG00000182916,
ENSG00000274443,-0.02810965898969248
ENSG00000196711,0.11123417598724539
ENSG00000113108,0.04437554124803178
ENSG00000145002,0.2245592654572739
ENSG00000166037,0.22546540515078806
ENSG00000096696,0.01761534249232241
ENSG00000115129,0.2702010298368141
ENSG00000196177,0.08411890237952531
ENSG00000113739,0.1634447258924977
ENSG00000170906,0.3509781635190448
ENSG00000073921,-0.09209903336648652
ENSG00000109736,0.06703385670101256
ENSG00000153086,-0.11632970661056984
ENSG00000161791,0.12821576045867983
ENSG00000102230,
ENSG00000182870,0.07053107755194128
ENSG00000213648,
ENSG00000146378,-0.03854442246013837
ENSG00000155621,0.08718796230100473
ENSG00000108590,
ENSG00000188624,0.021286860134026662
ENSG00000174529,0.3047627387515567
ENSG00000120645,0.0673102289830213
ENSG00000178462,0.005118641118239349
ENSG00000148291,0.23603458339689776
ENSG00000124256,-0.0065573216259016825
ENSG00000137996,0.0790589592730206
ENSG00000166261,0.32906916707504713
ENSG00000020577,0.126991723916356
ENSG00000177108,0.017422343457234014
ENSG00000164081,0.21295431030019568
ENSG00000180921,0.3899517519556047
ENSG00000159398,0.15270876874830133
ENSG00000171595,0.10257990605705201
ENSG00000116254,0.06308831307467594
ENSG00000143614,0.03891308875459963
ENSG00000095596,0.15248095489170463
ENSG00000162174,0.25489274693211184
ENSG00000158050,0.12068378140037783
ENSG00000133983,0.4581388119342025
ENSG00000129245,0.06227087582007127
ENSG00000197323,0.1696295122392622
ENSG00000183067,0.18063289733971483
ENSG00000184635,0.25377014990295865
ENSG00000149483,
ENSG00000160791,0.04679739565876117
ENSG00000163482,0.048483928222870176
ENSG00000132570,0.06099691007940933
ENSG00000136999,-0.05448230386232676
ENSG00000143954,-0.043636171844563275
ENSG00000157106,0.05950487905974874
ENSG00000175197,0.13969348700423934
ENSG00000226372,
ENSG00000204406,0.09525864530290948
ENSG00000152359,-0.15368835046069299
ENSG00000253831,0.2847309816189699
ENSG00000166147,0.06604980197221705
ENSG00000183011,0.038700086291361874
ENSG00000136986,0.018437985278495043
ENSG00000072571,0.03083767436827743
ENSG00000203870,
ENSG00000168427,-0.1481624941907688
ENSG00000102024,
ENSG00000186075,
ENSG00000105339,-0.03791528705923679
ENSG00000177106,0.20556862282894342
ENSG00000186326,-0.07500139089521692
ENSG00000033011,0.1054927235827051
ENSG00000089050,0.13826515865188746
ENSG00000219200,0.048147402728038934
ENSG00000188501,0.14310950117569488
ENSG00000101384,-0.05181777514464407
ENSG00000167077,0.29804295690080607
ENSG00000102886,0.24210314989241477
ENSG00000204264,0.049298055823986386
ENSG00000103381,0.3164136722701597
ENSG00000173546,0.12725123409735817
ENSG00000197601,
ENSG00000113296,-0.002408204901056782
ENSG00000151491,
ENSG00000162396,-0.02629442463635099
ENSG00000265491,0.09036597232804204
ENSG00000128973,0.13732577063106355
ENSG00000186710,-0.05782187316416839
ENSG00000163602,-0.07645486457226185
ENSG00000165891,0.31302616821237683
ENSG00000172568,-0.012339944003857893
ENSG00000060749,0.37207474359160586
ENSG00000147571,0.05403497855294767
ENSG00000163349,0.19711279003434284
ENSG00000244624,
ENSG00000108798,-0.08193662520921516
ENSG00000161013,0.1606136558551228
ENSG00000172410,0.12274497950850936
ENSG00000145391,-0.080945328261275
ENSG00000164040,-0.01637076716204703
ENSG00000165462,-0.019550537619756392
ENSG00000063515,0.005529743715523477
ENSG00000213822,0.06768758651153327
ENSG00000228439,0.08801809689006633
ENSG00000198443,-0.12365906556288492
ENSG00000084234,0.0954113496458752
ENSG00000142188,0.34417437489925035
ENSG00000118193,0.1031822597849899
ENSG00000034533,0.23841855161795455
ENSG00000107593,0.17347267557406135
ENSG00000058804,-0.07644096896197276
ENSG00000129757,0.04730131597870206
ENSG00000135966,0.13202995488616392
ENSG00000163630,-0.03485193843664723
ENSG00000204161,0.061012035333681845
ENSG00000236424,
ENSG00000124523,0.2555982353941984
ENSG00000154655,-0.005413677446781775
ENSG00000283967,-0.02252002458246105
ENSG00000090534,0.09239139086140108
ENSG00000204962,0.28615102915820045
ENSG00000125734,0.5887574756291247
ENSG00000147471,-0.05192469244982336
ENSG00000185201,0.3358667117887213
ENSG00000168763,0.02301779585322119
ENSG00000177707,0.13523298674542297
ENSG00000081189,-0.08356717262099222
ENSG00000106261,-0.06557362457839429
ENSG00000177174,0.20112733311678
ENSG00000119782,0.08863683415155596
ENSG00000204020,-0.010769326991693633
ENSG00000130734,0.08301628986255663
ENSG00000122958,0.06483330021439822
ENSG00000145545,0.23326901440538306
ENSG00000268629,
ENSG00000088179,0.025910180769429157
ENSG00000158805,0.16150048575643383
ENSG00000178403,0.1481900794626082
ENSG00000119616,0.061768250313341586
ENSG00000198502,0.5775866045710447
ENSG00000198033,-0.052737132663971655
ENSG00000173660,0.22685527150121426
ENSG00000198601,-0.02203740718919501
ENSG00000187855,-0.042877860095223444
ENSG00000236398,-0.019489625194165854
ENSG00000185291,
ENSG00000128654,0.10052251203515963
ENSG00000132824,0.16699810252502115
ENSG00000105695,-0.13988162446839103
ENSG00000151150,0.0296717961425831
ENSG00000178947,
ENSG00000138315,0.04088914426109658
ENSG00000182050,0.1491078632618279
ENSG00000161203,-0.05145042645513
ENSG00000196772,0.028577889221632596
ENSG00000163877,0.1420470025180921
ENSG00000139515,0.0392118847225345
ENSG00000153107,0.07934974258121683
ENSG00000177693,
ENSG00000137868,-0.0025642653586573257
ENSG00000139223,0.11004950900891317
ENSG00000169131,0.13922468299590965
ENSG00000138792,-0.08903470958965903
ENSG00000114115,0.22645825410254447
ENSG00000279782,
ENSG00000160949,0.11471599850849912
ENSG00000196844,-0.10606205956421885
ENSG00000184719,0.08492571804469448
ENSG00000092929,0.1324793054547858
ENSG00000179526,0.12507640706381834
ENSG00000101882,
ENSG00000145247,0.09055309134280864
ENSG00000136457,0.5971279603555428
ENSG00000188641,-0.013531238755799514
ENSG00000179772,0.10029447205920083
ENSG00000157303,-0.025008246203565475
ENSG00000187531,0.003253996805365391
ENSG00000078124,0.24976197067512898
ENSG00000225899,0.13258219167949103
ENSG00000144524,0.09099799330419858
ENSG00000138180,0.05702119703275338
ENSG00000183943,
ENSG00000141437,0.020898419580417785
ENSG00000164542,0.04880177570988292
ENSG00000129472,0.15396033559707234
ENSG00000163235,0.07169225140346272
ENSG00000197591,-0.05018275460767911
ENSG00000184708,0.04547479822248855
ENSG00000172354,-0.02580075726637538
ENSG00000108469,0.024956035706164906
ENSG00000162493,0.2778618712270128
ENSG00000167695,0.41258179620729385
ENSG00000179111,0.1838272608628056
ENSG00000196329,0.1549138909979214
ENSG00000204952,-0.026304479963403495
ENSG00000144736,0.05381990882976109
ENSG00000173692,0.04251582176744198
ENSG00000185875,0.21669722626123591
ENSG00000204478,0.058653246923201174
ENSG00000254737,0.020920776030227635
ENSG00000125122,0.23467014937322955
ENSG00000160392,0.3846816705157644
ENSG00000155868,0.0005620619264505439
ENSG00000158941,0.04291616816336448
ENSG00000165698,0.04546800054689214
ENSG00000107833,0.055832126603802205
ENSG00000167323,-0.04912607765432935
ENSG00000244038,
ENSG00000009724,0.09618455795700533
ENSG00000165410,0.011537420646618085
ENSG00000114933,0.2010375703227204
ENSG00000124782,0.03977239906978372
ENSG00000106948,0.2968580340263224
ENSG00000196735,0.20315823016462847
ENSG00000109684,0.03342437343540265
ENSG00000197614,0.05406667321973725
ENSG00000104970,-0.06736284151563615
ENSG00000070729,-0.06565352666351415
ENSG00000171509,0.13527578320927602
ENSG00000282936,0.1187153234276308
ENSG00000163283,0.003009608177866916
ENSG00000103485,0.3961443358008166
ENSG00000171931,0.1792488295097706
ENSG00000187535,0.16788530024146348
ENSG00000274252,0.17652371084988797
ENSG00000101997,
ENSG00000120262,0.32662677998517853
ENSG00000147596,-0.06002096027921605
ENSG00000105929,0.06222896874525911
ENSG00000103316,-0.04824279284571172
ENSG00000141480,0.11411656557031465
ENSG00000175984,0.03601989992129789
ENSG00000120658,0.065985618544655
ENSG00000243910,-0.007824356226097008
ENSG00000175564,-0.007727224666492186
ENSG00000102265,
ENSG00000136504,0.06323339944114807
ENSG00000127588,0.0967868077703562
ENSG00000163833,-0.049745246941633105
ENSG00000170786,0.2631583410116345
ENSG00000185523,0.22046390489103054
ENSG00000214413,0.046757640879711036
ENSG00000143867,-0.0036544644212270147
ENSG00000122176,0.2593626139408028
ENSG00000117154,0.05878761404823743
ENSG00000159961,-0.024933048698937248
ENSG00000115233,0.0368673013067391
ENSG00000176678,0.07095611857673242
ENSG00000104976,0.06968305719387184
ENSG00000163840,0.020628015408850245
ENSG00000197763,0.08223525865900158
ENSG00000119121,0.009545594512778137
ENSG00000257446,-0.012392023504940217
ENSG00000196605,0.17717825024448275
ENSG00000182325,0.15379831136474964
ENSG00000166128,0.10752274497442404
ENSG00000177879,0.11140820207240804
ENSG00000072958,0.26619594236561317
ENSG00000154133,0.04163921275606103
ENSG00000197870,0.06702553358027272
ENSG00000132716,
ENSG00000088832,0.01348590071122595
ENSG00000230626,-0.12091023757487553
ENSG00000188092,0.047344496408575805
ENSG00000020633,
ENSG00000132002,-0.06411075074370101
ENSG00000113742,0.07688452375606253
ENSG00000196954,0.0884904056267012
ENSG00000116329,-0.056799431992616826
ENSG00000155761,-0.019236030805307027
ENSG00000184206,0.029033047613643843
ENSG00000126233,0.06127356489414611
ENSG00000220201,0.17946742671560934
ENSG00000134007,-0.16014696847692939
ENSG00000179820,0.04067771230397048
ENSG00000271605,0.241907519500027
ENSG00000164647,0.329930833252675
ENSG00000101247,0.30243195968028447
ENSG00000105948,0.14301617080914822
ENSG00000136643,-0.04085707414440378
ENSG00000141179,0.03676566505120498
